transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link
03/09/2018,Joint,IYT,iShares Transportation Average ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/
03/09/2018,Joint,IQV,IQVIA Holdings Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/
03/09/2018,Joint,HON,Honeywell International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/
03/09/2018,Joint,FDX,FedEx Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/
03/09/2018,Joint,DHR,Danaher Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/
03/09/2018,Joint,COST,Costco Wholesale Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/
03/09/2018,Joint,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/
03/09/2018,Joint,CVS,CVS Health Corporation,Stock,Sale (Partial),"$1,001 - $15,000",Less than $1000,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/
03/09/2018,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/
03/09/2018,Joint,ADI,"Analog Devices, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/
03/09/2018,Joint,AMGN,Amgen Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/
02/28/2018,Spouse,RHHBY,Roche Holding AG,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/
02/27/2018,Spouse,STT,State Street Corporation,Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/
02/27/2018,Spouse,MDLZ,"Mondelez International, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/
02/27/2018,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/
02/27/2018,Spouse,OXY,Occidental Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/
02/27/2018,Spouse,CERN,Cerner Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/
02/21/2018,Self,BUD,Anheuser-Busch InBev SA/NV,Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/
02/15/2018,Self,NTRP,"Neurotrope, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7a09d93e-a0f5-4522-8735-eaf5c10b0f99/
02/08/2018,Self,REVB,Revere Bank,Stock,Sale (Full),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7a09d93e-a0f5-4522-8735-eaf5c10b0f99/
02/16/2018,Joint,--,"RI HEALTH &amp; EDUC 762197TQ4 <div class=""text-muted""><em>Rate/Coupon:</em> 4.0<br> <em>Matures:</em> 09/15/2034</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/de6386d7-7da9-431c-a711-e076a93516f4/
02/15/2018,Joint,NVDA,NVIDIA Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/de6386d7-7da9-431c-a711-e076a93516f4/
02/08/2018,Self,C,Citigroup Inc.,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/de6386d7-7da9-431c-a711-e076a93516f4/
02/01/2018,Spouse,--,"Wisconsin ST <div class=""text-muted""><em>Rate/Coupon:</em> 2.550%<br> <em>Matures:</em> 05/01/2024</div>",Municipal Security,Purchase,"$50,001 - $100,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/ed3701cc-25fd-4209-96f3-46d986de9f1a/
03/02/2018,Joint,PODD,Insulet Corporation,Stock,Sale (Partial),"$100,001 - $250,000",--,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/63d39c23-dc3a-46ac-a187-086b780d8be7/
02/28/2018,Joint,UHAL,AMERCO,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/28/2018,Joint,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/28/2018,Joint,--,"HENRY CNTY GA SCH DIST GO <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 08/01/2025</div>",Municipal Security,Purchase,"$250,001 - $500,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/26/2018,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/26/2018,Joint,DISCA,"Discovery Communications, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/23/2018,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/23/2018,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/23/2018,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/22/2018,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/22/2018,Joint,KN,Knowles Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/21/2018,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/20/2018,Joint,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/16/2018,Joint,KN,Knowles Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/14/2018,Joint,KN,Knowles Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/13/2018,Joint,XOM,Exxon Mobil Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/13/2018,Joint,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/13/2018,Joint,SU,Suncor Energy Inc.,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/12/2018,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/12/2018,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/12/2018,Joint,KN,Knowles Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/12/2018,Joint,KN,Knowles Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/12/2018,Joint,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/09/2018,Joint,SUN,Sunoco LP,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/09/2018,Joint,SUN,Sunoco LP,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/09/2018,Joint,XOM,Exxon Mobil Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/09/2018,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/09/2018,Joint,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/09/2018,Joint,SU,Suncor Energy Inc.,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/08/2018,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/08/2018,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/06/2018,Joint,SHLX,"Shell Midstream Partners, L.P.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/06/2018,Joint,SHLX,"Shell Midstream Partners, L.P.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/06/2018,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/06/2018,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/06/2018,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/06/2018,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/06/2018,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/06/2018,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/06/2018,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/06/2018,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/05/2018,Joint,SHLX,"Shell Midstream Partners, L.P.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/05/2018,Joint,SUN,Sunoco LP,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/05/2018,Joint,GLW,Corning Incorporated,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/05/2018,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/05/2018,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/05/2018,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/02/2018,Joint,CBS,CBS Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/02/2018,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/
02/20/2018,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/20/2018,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/14/2018,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,FB,"Facebook, Inc.",Stock,Sale (Full),"$15,001 - $50,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,AMZN,"Amazon.com, Inc.",Stock,Sale (Full),"$1,001 - $15,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,ETY,Eaton Vance Tax-Managed Diversified Equity Income,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$50,001 - $100,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,BA,The Boeing Company,Stock,Purchase,"$50,001 - $100,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,BAC,Bank of America Corporation,Stock,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,RTN,Raytheon Company,Stock,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$50,001 - $100,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,BA,The Boeing Company,Stock,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,ETY,Eaton Vance Tax-Managed Diversified Equity Income,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,NOC,Northrop Grumman Corporation,Stock,Purchase,"$50,001 - $100,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,LMT,Lockheed Martin Corporation,Stock,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,AAPL,Apple Inc.,Stock,Sale (Full),"$50,001 - $100,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,NVDA,NVIDIA Corporation,Stock,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,NOC,Northrop Grumman Corporation,Stock,Sale (Full),"$50,001 - $100,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,COST,Costco Wholesale Corporation,Stock,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/05/2018,Spouse,AMZN,"Amazon.com, Inc.",Stock,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/
02/27/2018,Spouse,--,Seagate Technology,Stock,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/c92b1efa-9294-4cc9-b002-c13f5863c0c8/
02/26/2018,Spouse,--,Global X Lithium &amp; Battery,Other Securities,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/c92b1efa-9294-4cc9-b002-c13f5863c0c8/
02/26/2018,Spouse,--,Global X Lithium &amp; Battery,Other Securities,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/c92b1efa-9294-4cc9-b002-c13f5863c0c8/
01/11/2018,Self,--,"euNetworks Group Limited <div class=""text-muted""> <em>Company:</em> euNetworks Group Limited &nbsp;(London) </div> <div class=""text-muted""><em>Description:</em>&nbsp;European communications infrastructure platform</div>",Other Securities,Purchase,"$1,000,001 - $5,000,000",Underlying asset of various Greenspring Private Equity Funds,Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/42cc8ae3-90b8-4bfa-a230-6c08cb5f29dc/
01/24/2018,Spouse,--,"NationsBuilders Insurance Services, Inc. <div class=""text-muted""> <em>Company:</em> SunTX NBIS Holdings, L.P. &nbsp;(Dallas, TX) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Insurance Company</div>",Other Securities,Sale (Partial),"$1,001 - $15,000","MGE, LLC - underlying asset of Alexandria NBIS Investors, LLC",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/42cc8ae3-90b8-4bfa-a230-6c08cb5f29dc/
01/24/2018,Self,--,"NationsBuilders Insurance Services, Inc. <div class=""text-muted""> <em>Company:</em> SunTX NBIS Holdings, L.P. &nbsp;(Dallas, TX) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Insurance Company</div>",Other Securities,Sale (Partial),"$1,001 - $15,000","MGE, LLC - underlying asset of Alexandria NBIS Investors, LLC",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/42cc8ae3-90b8-4bfa-a230-6c08cb5f29dc/
01/24/2018,Self,--,"NationsBuilders Insurance Services, Inc. <div class=""text-muted""> <em>Company:</em> SunTX NBIS Holdings, L.P. &nbsp;(Dallas, TX) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Insurance Company</div>",Other Securities,Sale (Partial),"$100,001 - $250,000","Underlying asset of Alexandria NBIS Investors, LLC",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/42cc8ae3-90b8-4bfa-a230-6c08cb5f29dc/
02/22/2018,Self,XPO,"XPO Logistics, Inc.",Stock,Purchase,"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/5bc8e1b4-df79-4d98-b140-e147c27e5ec0/
02/22/2018,Self,GILD,"Gilead Sciences, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/5bc8e1b4-df79-4d98-b140-e147c27e5ec0/
02/22/2018,Self,CELG,Celgene Corporation,Stock,Purchase,"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/5bc8e1b4-df79-4d98-b140-e147c27e5ec0/
02/22/2018,Self,AGN,Allergan plc,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/5bc8e1b4-df79-4d98-b140-e147c27e5ec0/
